customerID,gender,age,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,DataUsage,VoiceCalls,SMSCount,AverageChargesPerMonth
156,Female,51,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,28.76,805.28,No,31.2,2045,211,28.76
157,Male,23,0,No,No,62,Yes,No phone service,DSL,No,No,No,No internet service,Yes,Yes,One year,No,Mailed check,79.81,4948.22,Yes,17.9,1037,446,79.81
158,Female,70,1,Yes,No,33,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Credit card,92.41,3049.53,No,42.2,2146,15,92.41
159,Male,19,0,No,No,35,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,95.36,3337.6,No,22.7,32,201,95.36
160,Female,30,0,Yes,No,52,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card,109.24,5680.48,Yes,36.3,1459,362,109.24
161,Male,79,1,No,Yes,34,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,59.4,2019.6,Yes,4.8,256,217,59.4
162,Male,60,0,Yes,Yes,41,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,114.03,4675.23,Yes,19.8,33,92,114.03
163,Female,60,0,Yes,No,51,No,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,105.23,5366.73,Yes,49.2,2066,132,105.23
164,Female,65,1,No,No,47,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,48.05,2258.35,Yes,40.4,1283,138,48.05
165,Female,28,0,Yes,No,58,No,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two year,No,Bank transfer,34.26,1987.08,Yes,8,2636,156,34.26
166,Male,68,1,No,Yes,57,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Mailed check,62.01,3534.57,No,13.9,1849,492,62.01
167,Female,64,0,No,Yes,23,No,No phone service,No,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,58.64,1348.72,No,16.5,2184,334,58.64
168,Male,74,1,Yes,No,48,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,76.11,3653.28,No,32.5,358,69,76.11
169,Male,40,0,Yes,Yes,22,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.88,1691.36,No,37.8,753,303,76.88
170,Female,72,1,No,Yes,17,No,No,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,93.62,1591.54,Yes,37.5,1602,14,93.62
171,Female,33,0,Yes,No,69,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer,69.49,4794.81,No,25.5,403,234,69.49
172,Male,48,0,Yes,Yes,11,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,28.78,316.58,No,40.5,1225,211,28.78
173,Male,28,0,Yes,Yes,15,Yes,No phone service,No,No,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer,104.51,1567.65,Yes,21.9,1399,289,104.51
174,Female,71,1,Yes,No,35,No,No phone service,No,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer,49.38,1728.3,No,6.2,2297,59,49.38
175,Female,33,0,Yes,Yes,33,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,115.87,3823.71,Yes,28.2,2493,251,115.87
176,Female,25,0,No,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer,30.09,481.44,Yes,47.6,277,445,30.09
177,Male,21,0,No,No,34,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer,114.55,3894.7,Yes,39.6,111,1,114.55
178,Male,57,0,Yes,Yes,66,No,Yes,No,No,Yes,No,No,No internet service,No,Two year,No,Electronic check,27.4,1808.4,No,28.9,1986,235,27.4
179,Male,21,0,Yes,Yes,40,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,No,Electronic check,41.47,1658.8,Yes,32.3,2793,335,41.47
180,Male,73,1,Yes,No,28,No,No,No,No internet service,No internet service,No,No,No,Yes,One year,Yes,Bank transfer,22.93,642.04,No,46.5,2735,18,22.93
181,Male,42,0,No,No,47,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,One year,No,Credit card,89.11,4188.17,No,21.4,391,481,89.11
182,Male,20,0,Yes,No,39,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,103.71,4044.69,No,16.6,968,48,103.71
183,Female,49,0,No,Yes,70,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,61.87,4330.9,Yes,48.9,2190,77,61.87
184,Male,20,0,No,No,20,No,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,111.57,2231.4,Yes,43.2,1055,471,111.57
185,Male,44,0,No,Yes,1,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,77.58,77.58,Yes,16.2,2228,27,77.58
186,Male,46,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.57,5873.04,No,23.2,2626,47,81.57
187,Female,49,0,No,Yes,63,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,103.21,6502.23,No,20.8,2845,95,103.21
188,Male,67,1,Yes,No,67,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer,48.08,3221.36,Yes,7.5,268,164,48.08
189,Male,78,1,No,No,4,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,53.85,215.4,No,47.9,2600,457,53.85
190,Female,75,1,Yes,No,58,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer,109.3,6339.4,Yes,20.2,2680,432,109.3
191,Male,68,1,No,No,25,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,108.8,2720,Yes,43.8,2029,364,108.8
192,Male,36,0,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card,116.39,5470.33,No,9.5,274,175,116.39
193,Male,38,0,No,No,38,No,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Credit card,108.88,4137.44,No,27.4,742,72,108.88
194,Male,22,0,Yes,No,15,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,31.05,465.75,Yes,1.2,85,471,31.05
195,Male,35,0,Yes,Yes,63,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,No,Credit card,101.03,6364.89,No,38.2,403,355,101.03
196,Female,45,0,Yes,No,21,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,59.44,1248.24,Yes,29,2239,28,59.44
197,Female,59,0,Yes,Yes,57,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,117.83,6716.31,Yes,31.3,2045,443,117.83
198,Female,78,1,No,No,53,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,65.71,3482.63,No,2.6,1054,156,65.71
199,Male,39,0,No,No,46,No,No,No,No internet service,No,No,No,No,No,One year,Yes,Bank transfer,73.91,3399.86,Yes,10.6,2154,313,73.91
200,Male,38,0,Yes,No,14,No,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,71.49,1000.86,No,3.7,1894,303,71.49
201,Male,23,0,No,Yes,17,No,No phone service,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,50.58,859.86,Yes,14.4,2669,278,50.58
202,Female,18,0,Yes,No,39,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,25.79,1005.81,No,31.4,275,282,25.79
203,Male,22,0,Yes,No,9,No,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,108.26,974.34,No,28.3,650,478,108.26
204,Male,58,0,No,No,6,No,Yes,No,Yes,No internet service,Yes,No,Yes,No,One year,No,Bank transfer,98.92,593.52,Yes,30.6,1621,490,98.92
205,Female,29,0,Yes,Yes,23,No,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,Yes,Mailed check,32.27,742.21,No,27.5,2603,6,32.27
206,Male,43,0,Yes,Yes,59,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,96.32,5682.88,No,13.7,1105,304,96.32
207,Female,63,0,No,No,46,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card,81.15,3732.9,Yes,12.2,1913,181,81.15
208,Female,51,0,Yes,Yes,38,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Credit card,59.37,2256.06,No,6.9,2614,108,59.37
209,Female,66,1,Yes,No,14,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,43.78,612.92,Yes,42.5,585,323,43.78
210,Male,31,0,Yes,No,72,Yes,Yes,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,104.65,7534.8,No,30.8,2932,205,104.65
211,Male,43,0,Yes,No,62,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,88.62,5494.44,Yes,9.3,128,233,88.62
212,Male,62,0,No,No,35,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Bank transfer,73.3,2565.5,Yes,8.9,255,425,73.3
213,Male,44,0,No,No,19,Yes,No phone service,No,No internet service,No,No,Yes,No,Yes,One year,No,Mailed check,79.51,1510.69,Yes,43.7,2981,457,79.51
214,Male,26,0,No,No,30,No,Yes,No,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,27.4,822,Yes,37.1,230,186,27.4
215,Male,43,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,65.88,1647,No,33,1160,427,65.88
216,Male,74,1,Yes,Yes,40,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,37.72,1508.8,Yes,20.3,2910,481,37.72
217,Female,64,0,No,Yes,14,No,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Electronic check,39.19,548.66,No,13.1,2402,409,39.19
218,Male,74,1,Yes,Yes,26,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,84.71,2202.46,Yes,49,1647,406,84.71
219,Female,39,0,Yes,Yes,22,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,109.83,2416.26,No,39.9,2193,328,109.83
220,Male,64,0,Yes,Yes,48,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,58.83,2823.84,Yes,15.1,2047,356,58.83
221,Male,73,1,Yes,Yes,51,No,No,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,39.13,1995.63,No,42.4,259,7,39.13
222,Male,47,0,No,Yes,3,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,83.45,250.35,No,37.9,2134,52,83.45
223,Female,60,0,No,No,42,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,105.8,4443.6,Yes,14.9,842,397,105.8
224,Female,65,1,No,No,19,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,93.46,1775.74,Yes,21.3,1971,198,93.46
225,Female,78,1,Yes,No,28,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,105.56,2955.68,Yes,9.3,264,390,105.56
226,Female,34,0,No,No,45,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,72.17,3247.65,No,5.6,391,136,72.17
227,Male,43,0,No,Yes,71,No,No,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,93.81,6660.51,No,36.1,2279,258,93.81
228,Female,53,0,Yes,Yes,63,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,32.33,2036.79,No,13.4,900,333,32.33
229,Male,18,0,Yes,No,19,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card,53.25,1011.75,No,41,587,400,53.25
230,Male,25,0,No,No,47,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,No,Bank transfer,57.4,2697.8,Yes,49.8,2494,497,57.4
231,Female,66,1,No,Yes,14,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Bank transfer,69.64,974.96,Yes,3.8,1152,171,69.64
232,Female,52,0,No,No,38,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,111.62,4241.56,Yes,23.7,1294,85,111.62
233,Female,78,1,No,No,53,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,One year,No,Credit card,106.12,5624.36,Yes,40.1,465,45,106.12
234,Female,69,1,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,31.77,1937.97,No,39.4,2981,345,31.77
235,Female,32,0,No,No,36,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,35.62,1282.32,No,38,1193,185,35.62
236,Female,64,0,No,Yes,40,No,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card,54.19,2167.6,Yes,17.4,2175,155,54.19
237,Female,73,1,Yes,No,30,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,No,Mailed check,47.47,1424.1,No,22.7,1972,492,47.47
238,Female,39,0,No,No,9,No,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer,80.03,720.27,Yes,29.7,1049,397,80.03
239,Male,31,0,Yes,Yes,64,No,No phone service,DSL,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer,108.98,6974.72,No,48.7,2620,8,108.98
240,Female,43,0,Yes,Yes,33,No,Yes,DSL,No,Yes,No,No internet service,No,No internet service,One year,No,Bank transfer,114.96,3793.68,No,16.4,2558,114,114.96
241,Female,45,0,Yes,No,52,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer,83.94,4364.88,No,46.2,487,153,83.94
242,Male,40,0,No,Yes,14,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,102.48,1434.72,No,13.5,2938,129,102.48
243,Female,31,0,No,No,53,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,71.03,3764.59,No,49.5,2626,330,71.03
244,Male,41,0,Yes,No,59,No,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Mailed check,39.19,2312.21,No,33.5,949,80,39.19
245,Male,19,0,No,Yes,41,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,No,Electronic check,70.98,2910.18,Yes,23.2,405,383,70.98
246,Female,62,0,No,No,68,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,74.04,5034.72,No,30.7,1049,289,74.04
247,Male,43,0,Yes,No,68,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card,92.87,6315.16,Yes,13.6,1106,146,92.87
248,Male,31,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card,40.35,322.8,Yes,13.7,363,294,40.35
249,Male,76,1,No,No,2,No,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card,55.27,110.54,Yes,5.7,1390,465,55.27
250,Male,73,1,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,54.83,2248.03,Yes,5.7,1083,268,54.83
251,Female,68,1,No,Yes,55,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer,114.67,6306.85,Yes,17.4,550,132,114.67
252,Male,24,0,No,No,16,Yes,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.87,1005.92,Yes,38.1,1658,49,62.87
253,Female,20,0,No,Yes,62,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Credit card,94.14,5836.68,No,30.4,291,22,94.14
254,Male,64,0,No,No,48,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,93.71,4498.08,No,5.1,2836,377,93.71
255,Male,40,0,Yes,No,30,No,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,44.94,1348.2,No,42.6,1960,375,44.94
256,Male,63,0,Yes,No,12,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,75.72,908.64,Yes,30.1,2863,87,75.72
257,Male,60,0,Yes,No,35,Yes,Yes,No,No,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer,108.13,3784.55,Yes,48,1817,412,108.13
258,Female,64,0,Yes,No,11,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,66.01,726.11,Yes,33.5,190,111,66.01
259,Female,77,1,No,Yes,64,No,No,No,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Bank transfer,113.23,7246.72,No,8.8,460,110,113.23
260,Male,62,0,No,No,50,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer,39.8,1990,No,23.7,2711,71,39.8
261,Male,35,0,Yes,Yes,21,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,25.7,539.7,No,32.4,1919,153,25.7
262,Female,75,1,No,Yes,69,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card,107.84,7440.96,Yes,1.4,2280,462,107.84
263,Male,55,0,No,No,48,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,One year,No,Mailed check,103.44,4965.12,Yes,0.7,2521,56,103.44
264,Male,52,0,No,No,20,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,118.01,2360.2,Yes,6.5,2705,256,118.01
265,Male,68,1,Yes,No,67,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,86.53,5797.51,No,12.6,270,155,86.53
266,Female,32,0,Yes,No,44,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,112.39,4945.16,Yes,21.5,1157,112,112.39
267,Female,42,0,Yes,No,33,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,101.36,3344.88,Yes,24.4,170,317,101.36
268,Female,72,1,No,Yes,61,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,103.11,6289.71,Yes,6.9,1438,46,103.11
269,Male,54,0,Yes,No,9,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,75.45,679.05,Yes,33.7,27,237,75.45
270,Male,45,0,Yes,No,68,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,56.68,3854.24,No,29.8,135,333,56.68
271,Female,27,0,Yes,Yes,35,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,112.17,3925.95,No,14.7,2972,105,112.17
272,Female,56,0,Yes,Yes,65,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,61.68,4009.2,Yes,0.7,2452,481,61.68
273,Female,74,1,Yes,No,8,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card,72.4,579.2,Yes,3.9,887,186,72.4
274,Female,34,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,63.08,2838.6,No,19.6,1528,158,63.08
275,Male,56,0,No,No,47,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Credit card,75.01,3525.47,No,7.7,1264,197,75.01
276,Female,39,0,No,Yes,40,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Credit card,65.54,2621.6,Yes,18.8,855,381,65.54
277,Male,43,0,Yes,Yes,54,No,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card,23.07,1245.78,No,31.4,2491,176,23.07
278,Female,79,1,Yes,No,46,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Bank transfer,106.9,4917.4,No,27.4,2481,260,106.9
279,Male,61,0,No,Yes,47,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,62.91,2956.77,Yes,11.6,1251,286,62.91
280,Female,42,0,No,Yes,15,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer,77.44,1161.6,No,17.2,508,292,77.44
281,Female,34,0,Yes,Yes,19,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer,32.24,612.56,No,30.7,1326,334,32.24
282,Female,30,0,Yes,Yes,26,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,18.59,483.34,No,43,2081,142,18.59
283,Female,37,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,42.9,2230.8,No,37.7,1025,307,42.9
284,Male,42,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,89.06,1959.32,Yes,27.7,361,490,89.06
285,Female,21,0,No,No,21,No,No,No,Yes,No,No,No,No,Yes,Two year,No,Bank transfer,28.22,592.62,No,18.1,1218,196,28.22
286,Male,27,0,Yes,No,51,No,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,No,Credit card,109.59,5589.09,No,18.3,605,475,109.59
287,Male,20,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,39.86,1514.68,Yes,44,1863,224,39.86
288,Male,58,0,Yes,No,20,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer,38.81,776.2,No,2,1331,394,38.81
289,Male,62,0,Yes,No,29,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,36.49,1058.21,Yes,49.4,1670,42,36.49
290,Female,35,0,No,No,51,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Credit card,19.66,1002.66,Yes,33.2,715,453,19.66
291,Male,64,0,No,Yes,4,No,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.82,383.28,No,34.1,2297,150,95.82
292,Male,53,0,No,No,55,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Electronic check,106.19,5840.45,No,1.9,2194,295,106.19
293,Male,64,0,Yes,Yes,71,Yes,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,79.97,5677.87,No,30.3,347,62,79.97
294,Female,39,0,Yes,No,28,No,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,No,Bank transfer,37.16,1040.48,No,24.2,1277,129,37.16
295,Female,51,0,No,Yes,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,46.92,187.68,No,5.3,398,254,46.92
296,Female,64,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,66.08,1453.76,Yes,13.9,1357,462,66.08
297,Female,25,0,Yes,No,45,No,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,114.16,5137.2,No,44.5,1199,342,114.16
298,Male,57,0,No,No,67,No,No,DSL,Yes,No,No,No internet service,Yes,No,One year,Yes,Credit card,43.11,2888.37,Yes,27.5,2172,213,43.11
299,Male,66,1,No,Yes,66,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,91.78,6057.48,No,20.7,2810,72,91.78
300,Female,61,0,No,No,34,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,62.41,2121.94,Yes,3.6,2445,430,62.41
301,Male,36,0,No,No,55,No,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Credit card,48.18,2649.9,No,35.7,2178,103,48.18
302,Male,59,0,Yes,No,1,Yes,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer,64.07,64.07,No,35.1,1585,157,64.07
303,Male,58,0,Yes,Yes,72,No,No,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Bank transfer,25.41,1829.52,No,30.7,2652,271,25.41
304,Female,54,0,No,Yes,38,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,98.52,3743.76,No,25.5,2939,314,98.52
305,Female,23,0,Yes,No,6,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,42.7,256.2,No,21.7,821,237,42.7
306,Male,69,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card,91.15,2278.75,Yes,29.7,901,302,91.15
307,Female,43,0,No,No,17,No,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,25.12,427.04,No,11.7,944,371,25.12
308,Female,51,0,Yes,Yes,61,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,114.24,6968.64,No,47.1,2779,157,114.24
309,Female,76,1,No,Yes,12,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Credit card,37.65,451.8,No,29.4,1869,108,37.65
310,Female,73,1,Yes,No,6,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,106.97,641.82,Yes,15.6,333,8,106.97
311,Female,76,1,Yes,No,27,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,99.6,2689.2,No,22.5,1043,320,99.6
312,Male,62,0,Yes,No,8,No,No,No,No,No,No internet service,Yes,No,No,One year,No,Electronic check,115.52,924.16,Yes,40.3,2252,58,115.52
313,Female,23,0,Yes,No,65,No,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Credit card,66.28,4308.2,No,8.1,354,357,66.28
